MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT,MONTH_DATE,PAID_AMOUNT_LOG
201907,ERServices,GENERAL SURGERY,Payer W,26,2019-07-01,3.258096538021482
201907,ERServices,HOSPITAL,Payer CA,53939,2019-07-01,10.895609057404332
201907,ERServices,HOSPITAL,Payer CO,10452,2019-07-01,9.254548626640503
201907,ERServices,HOSPITAL,Payer H,37763,2019-07-01,10.539085066256062
201907,ERServices,HOSPITAL,Payer UN,4463,2019-07-01,8.40357646462927
201907,ERServices,HOSPITAL,Payer W,7780,2019-07-01,8.959311617172437
201907,ERServices,HOSPITAL ACUTE CARE,Payer B,2199,2019-07-01,7.695757990554761
201907,ERServices,HOSPITAL-GENERAL,Payer UL,626,2019-07-01,6.439350371100098
201907,ERServices,HOSPITALIST,Payer CO,114,2019-07-01,4.736198448394496
201907,ERServices,HOSPITALIST,Payer F,414,2019-07-01,6.025865973825314
201907,ERServices,HOSPITALIST,Payer O,167,2019-07-01,5.117993812416755
201907,ERServices,INTERNAL MEDICINE,Payer CA,421,2019-07-01,6.042632833682381
201907,ERServices,INTERNAL MEDICINE,Payer F,5955,2019-07-01,8.691986481789401
201907,ERServices,INTERNAL MEDICINE,Payer O,870,2019-07-01,6.76849321164863
201907,ERServices,INTERNAL MEDICINE,Payer S,2095,2019-07-01,7.647308832356238
201907,ERServices,INTERNAL MEDICINE,Payer W,435,2019-07-01,6.075346031088684
201907,ERServices,INTERVENTIONAL CARDIOLOGY,Payer F,544,2019-07-01,6.298949246855942
201907,ERServices,INTERVENTIONAL CARDIOLOGY,Payer O,104,2019-07-01,4.6443908991413725
201907,ERServices,INTERVENTIONAL RADIOLOGY,Payer CA,1576,2019-07-01,7.362645270417825
201907,ERServices,INTERVENTIONAL RADIOLOGY,Payer F,377,2019-07-01,5.932245187448011
201907,ERServices,INTERVENTIONAL RADIOLOGY,Payer O,759,2019-07-01,6.63200177739563
201907,ERServices,LABORATORY,Payer CA,85,2019-07-01,4.442651256490317
201907,ERServices,MEDICAL DOCTOR,Payer H,12548,2019-07-01,9.43731656931057
201907,ERServices,MEDICAL SUPPLIER (DME),Payer F,554,2019-07-01,6.317164686747284
201907,ERServices,MEDICAL SUPPLIER (DME),Payer O,374,2019-07-01,5.924255797414532
201907,ERServices,MULT,Payer CA,49,2019-07-01,3.8918202981106265
201907,ERServices,NEUROLOGY,Payer W,113,2019-07-01,4.727387818712341
201907,ERServices,NEURORADIOLOGY,Payer CA,141,2019-07-01,4.948759890378168
201907,ERServices,NEURORADIOLOGY,Payer F,194,2019-07-01,5.267858159063328
201907,ERServices,NURSE PRACTITIONER,Payer CA,351,2019-07-01,5.860786223465865
201907,ERServices,NURSE PRACTITIONERS,Payer H,1857,2019-07-01,7.526717561352706
201907,ERServices,OBSTETRICS & GYNECOLOGY,Payer F,583,2019-07-01,6.368187186350492
201907,ERServices,ONCOLOGY,Payer O,12,2019-07-01,2.4849066497880004
201907,ERServices,OSTEOPATH,Payer H,2094,2019-07-01,7.646831391430482
201907,ERServices,OUT,Payer F,101265,2019-07-01,11.52549612214408
201907,ERServices,OUT,Payer O,78784,2019-07-01,11.274465209544125
201907,ERServices,PATHOLOGY,Payer CA,216,2019-07-01,5.375278407684165
201907,ERServices,PATHOLOGY,Payer F,87,2019-07-01,4.465908118654584
201907,ERServices,PATHOLOGY,Payer W,7,2019-07-01,1.9459101490553132
201907,ERServices,PEDIATRICS,Payer F,243,2019-07-01,5.493061443340548
201907,ERServices,PEDORT,Payer W,45,2019-07-01,3.8066624897703196
201907,ERServices,PHYSICIAN ASSISTANT,Payer B,191,2019-07-01,5.25227342804663
201907,ERServices,PHYSICIAN ASSISTANT,Payer H,1889,2019-07-01,7.543802867501509
201907,ERServices,PHYSICIAN ASSISTANT,Payer S,448,2019-07-01,6.104793232414985
201907,ERServices,PHYSICIAN'S ASSISTANT,Payer CA,556,2019-07-01,6.320768294250582
201907,ERServices,PHYSICIAN/CARDIOVASCULAR DISEASE (CARDIOLOGY),Payer UL,14,2019-07-01,2.6390573296152584
201907,ERServices,PHYSICIAN/DIAGNOSTIC RADIOLOGY,Payer UL,167,2019-07-01,5.117993812416755
201907,ERServices,PHYSICIAN/EMERGENCY MEDICINE,Payer UL,881,2019-07-01,6.78105762593618
201907,ERServices,PHYSICIAN/FAMILY PRACTICE,Payer UL,127,2019-07-01,4.844187086458591
201907,ERServices,PHYSICIAN/INTERNAL MEDICINE,Payer UL,361,2019-07-01,5.8888779583328805
201907,ERServices,PLASTIC SURGERY,Payer F,2486,2019-07-01,7.818430272070656
201907,ERServices,PULMONARY DISEASE,Payer F,715,2019-07-01,6.5722825426940075
201907,ERServices,PULMONARY DISEASES,Payer CA,309,2019-07-01,5.733341276897746
201907,ERServices,RADIOL,Payer W,1320,2019-07-01,7.1853870155804165
201907,ERServices,RADIOLOGY,Payer B,509,2019-07-01,6.2324480165505225
201907,ERServices,RADIOLOGY,Payer CA,1805,2019-07-01,7.498315870766981
201907,ERServices,RADIOLOGY,Payer CO,1283,2019-07-01,7.1569563646156364
201907,ERServices,RADIOLOGY,Payer F,4837,2019-07-01,8.484049972822984
201907,ERServices,RADIOLOGY,Payer O,1286,2019-07-01,7.1592919047975645
201907,ERServices,RADIOLOGY,Payer UN,1627,2019-07-01,7.394493107219038
201907,ERServices,RADIOLOGY,Payer W,777,2019-07-01,6.655440350367647
201907,ERServices,RADIOLOGY (DIAGNOSTIC),Payer UN,791,2019-07-01,6.673297967767654
201907,ERServices,RESPIRATORY THERAPY,Payer CA,196,2019-07-01,5.278114659230517
201907,ERServices,SPECIAL SERVICES,Payer H,87,2019-07-01,4.465908118654584
201907,ERServices,SPORTS MEDICINE,Payer F,364,2019-07-01,5.8971538676367405
201907,ERServices,SURGERY ONCOLOGY,Payer F,147,2019-07-01,4.990432586778736
201907,ERServices,THORACIC & CARDIOVASCULAR SURGERY,Payer W,51,2019-07-01,3.9318256327243257
201907,ERServices,URGENT CARE FACILITY,Payer UN,159,2019-07-01,5.0689042022202315
201907,ERServices,URGENT CARE MEDICINE,Payer F,867,2019-07-01,6.7650389767805414
201907,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,30,2019-07-01,3.4011973816621555
201907,ERServices,VASCULAR SURGERY,Payer CA,161,2019-07-01,5.081404364984463
201907,ERServices,VASCULAR SURGERY,Payer F,101,2019-07-01,4.61512051684126
201907,InpatientServices,ADVANCED REGISTERED NURSE PRAC,Payer UN,170,2019-07-01,5.135798437050262
201907,InpatientServices,ADVANCED RN PRACT,Payer CA,1811,2019-07-01,7.501634457883413
201907,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,2337,2019-07-01,7.756623334538858
201907,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer O,434,2019-07-01,6.073044534100405
201907,InpatientServices,ANATOMIC PATH & CLINICAL PATH,Payer S,48,2019-07-01,3.871201010907891
201907,InpatientServices,ANES ASSIST,Payer CA,1013,2019-07-01,6.920671504248683
201907,InpatientServices,ANESTHESIOLOGIST,Payer H,2856,2019-07-01,7.957177323459475
201907,InpatientServices,ANESTHESIOLOGY,Payer CA,6474,2019-07-01,8.775549434486189
201907,InpatientServices,ANESTHESIOLOGY,Payer CO,1257,2019-07-01,7.136483208590247
201907,InpatientServices,ANESTHESIOLOGY,Payer F,22543,2019-07-01,10.023179875454133
201907,InpatientServices,ANESTHESIOLOGY,Payer O,2101,2019-07-01,7.650168700845001
201907,InpatientServices,ANESTHESIOLOGY,Payer S,2144,2019-07-01,7.670428522190693
201907,InpatientServices,ANESTHESIOLOGY,Payer UN,562,2019-07-01,6.331501849893691
201907,InpatientServices,ANESTHESIOLOGY,Payer W,1753,2019-07-01,7.469083884921234
201907,InpatientServices,"ANESTHETIST, NURSE",Payer S,676,2019-07-01,6.516193076042964
201907,InpatientServices,ARNP,Payer CA,577,2019-07-01,6.3578422665081
201907,InpatientServices,CARD ELECTROPHYSIOLO,Payer CA,683,2019-07-01,6.52649485957079
201907,InpatientServices,CARDE,Payer CO,88,2019-07-01,4.477336814478207
201907,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,2759,2019-07-01,7.922623574217286
201907,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,1030,2019-07-01,6.937314081223682
201907,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,584,2019-07-01,6.369900982828227
201907,InpatientServices,CARDIOLOGY,Payer CA,4336,2019-07-01,8.374707543119483
201907,InpatientServices,CARDIOLOGY,Payer CO,105,2019-07-01,4.653960350157523
201907,InpatientServices,CARDIOLOGY,Payer F,16786,2019-07-01,9.728300484642773
201907,InpatientServices,CARDIOLOGY,Payer O,6918,2019-07-01,8.841881989497114
201907,InpatientServices,CARDIOLOGY,Payer S,346,2019-07-01,5.846438775057725
201907,InpatientServices,CARDIOLOGY,Payer UN,1053,2019-07-01,6.959398512133975
201907,InpatientServices,CARDIOLOGY,Payer W,1626,2019-07-01,7.3938782901077555
201907,InpatientServices,CARDIOLOGY/CARDIOVASCULAR DISEASE,Payer B,376,2019-07-01,5.929589143389895
201907,InpatientServices,CARDIOTHORACIC SURGE,Payer CA,439,2019-07-01,6.0844994130751715
201907,InpatientServices,CARDIOTHORACIC SURGERY,Payer F,8913,2019-07-01,9.095266164130717
201907,InpatientServices,CARDIOTHORACIC SURGERY,Payer O,2331,2019-07-01,7.754052639035757
201907,InpatientServices,CARDIOVASCULAR DISEASE,Payer S,885,2019-07-01,6.785587645007929
201907,InpatientServices,CARDIOVASCULAR SURGERY,Payer CA,3100,2019-07-01,8.039157390473237
201907,InpatientServices,CARDIOVASCULAR SURGERY,Payer CO,614,2019-07-01,6.419994928147142
201907,InpatientServices,CARV,Payer CO,1879,2019-07-01,7.538494999413465
201907,InpatientServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,137,2019-07-01,4.919980925828125
201907,InpatientServices,CHADP,Payer W,303,2019-07-01,5.713732805509369
201907,InpatientServices,CLINIC,Payer CO,466,2019-07-01,6.144185634125646
201907,InpatientServices,COLON/RECTAL SURGERY,Payer CA,390,2019-07-01,5.966146739123692
201907,InpatientServices,COLON/RECTAL SURGERY,Payer W,1124,2019-07-01,7.024649030453636
201907,InpatientServices,COLORECTAL SURGERY,Payer F,620,2019-07-01,6.429719478039138
201907,InpatientServices,COLORECTAL SURGERY,Payer O,2182,2019-07-01,7.687997166393016
201907,InpatientServices,COVERING PHYSICIAN,Payer CA,198,2019-07-01,5.288267030694535
201907,InpatientServices,CRITICAL CARE,Payer CA,361,2019-07-01,5.8888779583328805
201907,InpatientServices,CRITICAL CARE,Payer F,2367,2019-07-01,7.769378609513984
201907,InpatientServices,CRITICAL CARE,Payer O,1041,2019-07-01,6.947937068614969
201907,InpatientServices,CRITICAL CARE,Payer W,506,2019-07-01,6.226536669287466
201907,InpatientServices,CRITICAL CARE MEDICINE,Payer S,338,2019-07-01,5.823045895483019
201907,InpatientServices,CRITICAL/INTENSIVE CARE MED,Payer UN,125,2019-07-01,4.8283137373023015
201907,InpatientServices,DERMATOLOGY,Payer F,91,2019-07-01,4.51085950651685
201907,InpatientServices,DIAG X-RAY CLINIC,Payer H,705,2019-07-01,6.558197802812269
201907,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CA,2491,2019-07-01,7.820439515262181
201907,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CO,331,2019-07-01,5.802118375377063
201907,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer F,690,2019-07-01,6.536691597591305
201907,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer S,356,2019-07-01,5.87493073085203
201907,InpatientServices,DOCTOR OF PSYCHOLOGY,Payer UN,36,2019-07-01,3.58351893845611
201907,InpatientServices,EMERGENCY MEDICINE,Payer F,527,2019-07-01,6.267200548541362
201907,InpatientServices,EMERGENCY MEDICINE,Payer O,397,2019-07-01,5.983936280687191
201907,InpatientServices,EMERGENCY MEDICINE,Payer UN,319,2019-07-01,5.765191102784844
201907,InpatientServices,EMERGENCY ROOM,Payer CA,402,2019-07-01,5.996452088619021
201907,InpatientServices,EMERGENCY ROOM,Payer W,337,2019-07-01,5.820082930352362
201907,InpatientServices,ENDOCRINOLOGY,Payer CA,439,2019-07-01,6.0844994130751715
201907,InpatientServices,ENDOCRINOLOGY,Payer CO,203,2019-07-01,5.313205979041787
201907,InpatientServices,ENDOCRINOLOGY,Payer F,2109,2019-07-01,7.653969180478774
201907,InpatientServices,ENDOCRINOLOGY,Payer O,468,2019-07-01,6.148468295917647
201907,InpatientServices,ENDOCRINOLOGY,Payer W,2483,2019-07-01,7.817222785508166
201907,InpatientServices,"ENDOCRINOLOGY, DIAB/METABOLISM",Payer S,705,2019-07-01,6.558197802812269
201907,InpatientServices,ENT,Payer F,1775,2019-07-01,7.4815557019095165
201907,InpatientServices,ENT,Payer O,376,2019-07-01,5.929589143389895
201907,InpatientServices,ENT,Payer W,372,2019-07-01,5.918893854273146
201907,InpatientServices,FAMILY MEDICINE,Payer S,1894,2019-07-01,7.546446273746024
201907,InpatientServices,FAMILY NURSE PRACTIONER,Payer CA,359,2019-07-01,5.883322388488279
201907,InpatientServices,FAMILY PRACTICE,Payer B,674,2019-07-01,6.513230110912307
201907,InpatientServices,FAMILY PRACTICE,Payer CA,1553,2019-07-01,7.347943823148687
201907,InpatientServices,FAMILY PRACTICE,Payer CO,294,2019-07-01,5.683579767338681
201907,InpatientServices,FAMILY PRACTICE,Payer F,8303,2019-07-01,9.02437217426203
201907,InpatientServices,FAMILY PRACTICE,Payer O,1178,2019-07-01,7.071573364211532
201907,InpatientServices,FAMILY PRACTICE,Payer UN,2008,2019-07-01,7.60489448081162
201907,InpatientServices,FAMILY PRACTICE,Payer W,1667,2019-07-01,7.418780882750794
201907,InpatientServices,GASTROENTEROLOGY,Payer B,363,2019-07-01,5.8944028342648505
201907,InpatientServices,GASTROENTEROLOGY,Payer CA,2073,2019-07-01,7.636752112435779
201907,InpatientServices,GASTROENTEROLOGY,Payer CO,229,2019-07-01,5.43372200355424
201907,InpatientServices,GASTROENTEROLOGY,Payer F,10853,2019-07-01,9.292196818446016
201907,InpatientServices,GASTROENTEROLOGY,Payer O,1049,2019-07-01,6.955592608396297
201907,InpatientServices,GASTROENTEROLOGY,Payer S,840,2019-07-01,6.733401891837359
201907,InpatientServices,GASTROENTEROLOGY,Payer UN,588,2019-07-01,6.376726947898627
201907,InpatientServices,GASTROENTEROLOGY,Payer W,473,2019-07-01,6.159095388491933
201907,InpatientServices,GENERAL CLINIC,Payer UN,1500,2019-07-01,7.313220387090301
201907,InpatientServices,GENERAL PRACTICE,Payer CA,1529,2019-07-01,7.332369205929062
201907,InpatientServices,GENERAL PRACTICE,Payer F,1645,2019-07-01,7.405495663199472
201907,InpatientServices,GENERAL PRACTICE,Payer O,642,2019-07-01,6.464588303689961
201907,InpatientServices,GENERAL PRACTICE,Payer UN,186,2019-07-01,5.225746673713202
201907,InpatientServices,GENERAL PRACTICE,Payer W,1614,2019-07-01,7.3864708488298945
201907,InpatientServices,GENERAL SURGERY,Payer B,195,2019-07-01,5.272999558563747
201907,InpatientServices,GENERAL SURGERY,Payer CA,2875,2019-07-01,7.963807953231451
201907,InpatientServices,GENERAL SURGERY,Payer CO,1104,2019-07-01,7.00669522683704
201907,InpatientServices,GENERAL SURGERY,Payer F,9704,2019-07-01,9.180293450623886
201907,InpatientServices,GENERAL SURGERY,Payer O,2266,2019-07-01,7.725771441587952
201907,InpatientServices,GENERAL SURGERY,Payer UN,491,2019-07-01,6.19644412779452
201907,InpatientServices,GENERAL SURGERY,Payer W,597,2019-07-01,6.391917113392602
201907,InpatientServices,GERIATRICS,Payer CA,74,2019-07-01,4.30406509320417
201907,InpatientServices,GERIATRICS,Payer F,453,2019-07-01,6.115892125483034
201907,InpatientServices,GERIATRICS,Payer O,664,2019-07-01,6.498282149476434
201907,InpatientServices,GERIATRICS,Payer W,721,2019-07-01,6.580639137284949
201907,InpatientServices,GYNECOLOGIC ONCOLOGY,Payer F,385,2019-07-01,5.953243334287785
201907,InpatientServices,HAND SURGERY,Payer CA,234,2019-07-01,5.455321115357702
201907,InpatientServices,HAPC,Payer W,118,2019-07-01,4.770684624465665
201907,InpatientServices,HEMATOLOGY,Payer CA,366,2019-07-01,5.902633333401366
201907,InpatientServices,HEMATOLOGY,Payer CO,1572,2019-07-01,7.360103972989152
201907,InpatientServices,HEMATOLOGY,Payer F,618,2019-07-01,6.42648845745769
201907,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer B,961,2019-07-01,6.8679744089702925
201907,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CA,1559,2019-07-01,7.351799869057777
201907,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CO,623,2019-07-01,6.434546518787453
201907,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer F,2193,2019-07-01,7.693025748417888
201907,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer O,419,2019-07-01,6.037870919922137
201907,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer W,837,2019-07-01,6.729824070489475
201907,InpatientServices,HEPATITIS,Payer CA,351,2019-07-01,5.860786223465865
201907,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer F,2028,2019-07-01,7.614805364711073
201907,InpatientServices,HOSPIT,Payer W,364,2019-07-01,5.8971538676367405
201907,InpatientServices,HOSPITAL,Payer CA,879298,2019-07-01,13.686879140827944
201907,InpatientServices,HOSPITAL,Payer CO,24300,2019-07-01,10.09823162932864
201907,InpatientServices,HOSPITAL,Payer H,621368,2019-07-01,13.339678777994553
201907,InpatientServices,HOSPITAL,Payer S,25483,2019-07-01,10.145766842158814
201907,InpatientServices,HOSPITAL,Payer UN,39624,2019-07-01,10.587190274268073
201907,InpatientServices,HOSPITAL,Payer W,88780,2019-07-01,11.393916678388026
201907,InpatientServices,HOSPITAL ACUTE CARE,Payer B,20398,2019-07-01,9.923192135810464
201907,InpatientServices,HOSPITAL-GENERAL,Payer UL,3714,2019-07-01,8.219864741912652
201907,InpatientServices,HOSPITALIST,Payer B,188,2019-07-01,5.236441962829949
201907,InpatientServices,HOSPITALIST,Payer CO,1237,2019-07-01,7.1204443723924875
201907,InpatientServices,HOSPITALIST,Payer F,4824,2019-07-01,8.481358738407021
201907,InpatientServices,HOSPITALIST,Payer O,1611,2019-07-01,7.384610383176974
201907,InpatientServices,HOSPITALIST,Payer S,388,2019-07-01,5.961005339623274
201907,InpatientServices,HOSPITALIST,Payer UL,357,2019-07-01,5.877735781779639
201907,InpatientServices,HOSPITALIST,Payer UN,505,2019-07-01,6.22455842927536
201907,InpatientServices,HOSPITALIST,Payer W,714,2019-07-01,6.570882962339584
201907,InpatientServices,INDEPENDENT LAB,Payer F,610,2019-07-01,6.413458957167357
201907,InpatientServices,INDEPENDENT LAB,Payer H,1555,2019-07-01,7.349230824613334
201907,InpatientServices,INFECTIOUS DISEASE,Payer F,6591,2019-07-01,8.79346036105272
201907,InpatientServices,INFECTIOUS DISEASE,Payer O,900,2019-07-01,6.802394763324311
201907,InpatientServices,INFECTIOUS DISEASE,Payer UN,316,2019-07-01,5.755742213586912
201907,InpatientServices,INFECTIOUS DISEASES,Payer B,374,2019-07-01,5.924255797414532
201907,InpatientServices,INFECTIOUS DISEASES,Payer CA,4156,2019-07-01,8.332308352219117
201907,InpatientServices,INFECTIOUS DISEASES,Payer CO,562,2019-07-01,6.331501849893691
201907,InpatientServices,INFECTIOUS DISEASES,Payer S,1700,2019-07-01,7.438383530044307
201907,InpatientServices,INFECTIOUS DISEASES,Payer W,965,2019-07-01,6.872128101338986
201907,InpatientServices,INP,Payer F,956550,2019-07-01,13.771088340411527
201907,InpatientServices,INP,Payer O,180562,2019-07-01,12.103829488080493
201907,InpatientServices,INTERNAL MEDICINE,Payer B,476,2019-07-01,6.16541785423142
201907,InpatientServices,INTERNAL MEDICINE,Payer CA,14864,2019-07-01,9.606697461053619
201907,InpatientServices,INTERNAL MEDICINE,Payer CO,959,2019-07-01,6.8658910748834385
201907,InpatientServices,INTERNAL MEDICINE,Payer F,47141,2019-07-01,10.760898389671993
201907,InpatientServices,INTERNAL MEDICINE,Payer O,6873,2019-07-01,8.835355971121606
201907,InpatientServices,INTERNAL MEDICINE,Payer S,1043,2019-07-01,6.949856455000773
201907,InpatientServices,INTERNAL MEDICINE,Payer UN,752,2019-07-01,6.62273632394984
201907,InpatientServices,INTERNAL MEDICINE,Payer W,4538,2019-07-01,8.420241665339788
201907,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer CA,1605,2019-07-01,7.380879035564116
201907,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer F,4231,2019-07-01,8.350193650720067
201907,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer O,1324,2019-07-01,7.188412736496954
201907,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer S,533,2019-07-01,6.278521424165844
201907,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer W,2041,2019-07-01,7.621195162809845
201907,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer CA,694,2019-07-01,6.542471960506805
201907,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer F,2389,2019-07-01,7.77863014732581
201907,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer O,609,2019-07-01,6.411818267709897
201907,InpatientServices,LABORATORY,Payer CA,582,2019-07-01,6.366470447731438
201907,InpatientServices,LABORATORY,Payer W,29,2019-07-01,3.367295829986474
201907,InpatientServices,MEDICAL DOCTOR,Payer H,41950,2019-07-01,10.644233711895351
201907,InpatientServices,MENTAL HEALTH PROFESSIONAL,Payer F,148,2019-07-01,4.997212273764115
201907,InpatientServices,MIDWIFE,Payer F,410,2019-07-01,6.016157159698354
201907,InpatientServices,MULT,Payer CA,607,2019-07-01,6.408528791059498
201907,InpatientServices,NEPHROLOGY,Payer B,744,2019-07-01,6.612041034833092
201907,InpatientServices,NEPHROLOGY,Payer CA,2178,2019-07-01,7.686162303492906
201907,InpatientServices,NEPHROLOGY,Payer CO,533,2019-07-01,6.278521424165844
201907,InpatientServices,NEPHROLOGY,Payer F,15745,2019-07-01,9.664278133535126
201907,InpatientServices,NEPHROLOGY,Payer O,1277,2019-07-01,7.152268856032539
201907,InpatientServices,NEPHROLOGY,Payer S,2450,2019-07-01,7.803843303538772
201907,InpatientServices,NEPHROLOGY,Payer UN,620,2019-07-01,6.429719478039138
201907,InpatientServices,NEPHROLOGY,Payer W,590,2019-07-01,6.380122536899765
201907,InpatientServices,NEURO PSYCH MD,Payer W,172,2019-07-01,5.147494476813453
201907,InpatientServices,NEUROLOGICAL SURGERY,Payer CA,3575,2019-07-01,8.181720455128108
201907,InpatientServices,NEUROLOGY,Payer B,949,2019-07-01,6.855408798609928
201907,InpatientServices,NEUROLOGY,Payer CA,2832,2019-07-01,7.94873845481361
201907,InpatientServices,NEUROLOGY,Payer CO,266,2019-07-01,5.583496308781699
201907,InpatientServices,NEUROLOGY,Payer F,3859,2019-07-01,8.258163361537619
201907,InpatientServices,NEUROLOGY,Payer O,1557,2019-07-01,7.350516171833998
201907,InpatientServices,NEUROLOGY,Payer S,496,2019-07-01,6.206575926724928
201907,InpatientServices,NEUROLOGY,Payer UN,337,2019-07-01,5.820082930352362
201907,InpatientServices,NEUROLOGY,Payer W,380,2019-07-01,5.940171252720432
201907,InpatientServices,NEUROPHYSIOLOGY,Payer F,959,2019-07-01,6.8658910748834385
201907,InpatientServices,NEUROPSYCHOLOGY,Payer CA,615,2019-07-01,6.421622267806518
201907,InpatientServices,NEURORADIOLOGY,Payer F,125,2019-07-01,4.8283137373023015
201907,InpatientServices,NEURORADIOLOGY,Payer O,10,2019-07-01,2.302585092994046
201907,InpatientServices,NEUROSURGERY,Payer F,12687,2019-07-01,9.448333126140598
201907,InpatientServices,NEUROSURGERY,Payer O,2980,2019-07-01,7.9996785794994505
201907,InpatientServices,NEUROSURGERY,Payer UN,384,2019-07-01,5.950642552587727
201907,InpatientServices,NPGRTY,Payer W,41,2019-07-01,3.713572066704308
201907,InpatientServices,NUCLEAR MEDICINE,Payer CA,96,2019-07-01,4.564348191467836
201907,InpatientServices,NUCLEAR MEDICINE,Payer F,107,2019-07-01,4.672828834461906
201907,InpatientServices,NUCLEAR MEDICINE,Payer UN,124,2019-07-01,4.820281565605037
201907,InpatientServices,NUCRAD,Payer W,120,2019-07-01,4.787491742782046
201907,InpatientServices,NURSE PRACTITIONER,Payer CA,767,2019-07-01,6.642486801367256
201907,InpatientServices,NURSE PRACTITIONER,Payer CO,1108,2019-07-01,7.010311867307229
201907,InpatientServices,NURSE PRACTITIONER (ARNP),Payer UN,1889,2019-07-01,7.543802867501509
201907,InpatientServices,NURSE PRACTITIONERS,Payer H,1996,2019-07-01,7.59890045687141
201907,InpatientServices,OBSTETRICS & GYNECOLOGY,Payer F,630,2019-07-01,6.4457198193855785
201907,InpatientServices,OBSTETRICS & GYNECOLOGY,Payer O,1617,2019-07-01,7.388327859577107
201907,InpatientServices,ONCOLOGY,Payer CA,425,2019-07-01,6.052089168924417
201907,InpatientServices,ONCOLOGY,Payer CO,827,2019-07-01,6.717804695023691
201907,InpatientServices,ONCOLOGY,Payer F,1771,2019-07-01,7.479299637782834
201907,InpatientServices,ONCOLOGY,Payer O,289,2019-07-01,5.666426688112432
201907,InpatientServices,ONCOLOGY,Payer W,453,2019-07-01,6.115892125483034
201907,InpatientServices,ONCOLOGY & HEMATOLOGY,Payer UN,638,2019-07-01,6.45833828334479
201907,InpatientServices,OPHTHALMOLOGY,Payer CA,240,2019-07-01,5.480638923341991
201907,InpatientServices,ORTHOPAEDIC SURGERY,Payer S,1553,2019-07-01,7.347943823148687
201907,InpatientServices,ORTHOPEDIC SURGERY,Payer B,1043,2019-07-01,6.949856455000773
201907,InpatientServices,ORTHOPEDIC SURGERY,Payer CA,1645,2019-07-01,7.405495663199472
201907,InpatientServices,ORTHOPEDIC SURGERY,Payer F,9468,2019-07-01,9.155672970633875
201907,InpatientServices,ORTHOPEDIC SURGERY,Payer O,1320,2019-07-01,7.1853870155804165
201907,InpatientServices,ORTHOPEDIC SURGERY,Payer UN,893,2019-07-01,6.794586580876499
201907,InpatientServices,ORTHOPEDIC SURGERY,Payer W,1364,2019-07-01,7.218176838403408
201907,InpatientServices,OSTEOMANIPULATIVE MEDICINE,Payer CA,347,2019-07-01,5.849324779946859
201907,InpatientServices,OSTEOPATH,Payer H,3385,2019-07-01,8.127109185346375
201907,InpatientServices,PAIN MANAGEMENT,Payer F,1023,2019-07-01,6.930494765951626
201907,InpatientServices,PALLIATIVE CARE,Payer CA,156,2019-07-01,5.049856007249537
201907,InpatientServices,PATHOLOGY,Payer B,25,2019-07-01,3.2188758248682006
201907,InpatientServices,PATHOLOGY,Payer CA,1087,2019-07-01,6.99117688712121
201907,InpatientServices,PATHOLOGY,Payer CO,841,2019-07-01,6.734591659972948
201907,InpatientServices,PATHOLOGY,Payer F,2288,2019-07-01,7.7354333524996886
201907,InpatientServices,PATHOLOGY,Payer O,1040,2019-07-01,6.946975992135418
201907,InpatientServices,PATHOLOGY,Payer S,191,2019-07-01,5.25227342804663
201907,InpatientServices,PATHOLOGY,Payer UN,1508,2019-07-01,7.318539548567902
201907,InpatientServices,PATHOLOGY,Payer W,853,2019-07-01,6.748759547491679
201907,InpatientServices,PEDIATRIC SURGERY,Payer F,439,2019-07-01,6.0844994130751715
201907,InpatientServices,PEDIATRICS,Payer UN,548,2019-07-01,6.306275286948016
201907,InpatientServices,PHYS MEDICINE REHAB,Payer F,610,2019-07-01,6.413458957167357
